index,mean
295,-0.2635039522375127
296,-0.32117457390626014
297,-0.33397858623763077
298,-0.3114495129909665
299,-0.3275354251869012
300,-0.3647594227925292
301,-0.35678296883677424
302,-0.41180530072433347
303,-0.41352801288426544
304,-0.450910173619801
305,-0.48054150887354274
306,-0.5839623938775775
307,-0.7231347861800654
308,-0.7420739740113007
309,-0.8013752631053024
310,-0.8513691681237872
311,-0.8925601091771747
312,-0.8676830098465073
313,-0.8040216464704758
314,-0.8447634858201092
315,-0.8432082916361647
316,-0.8571082246705348
317,-0.8599752358088212
318,-0.9387236955739905
319,-0.9076405498944599
320,-0.8907186322412673
321,-0.8874517275345627
322,-0.8846539659138194
323,-0.8187850338106476
324,-0.7890894583355911
325,-0.7757283672147075
326,-0.7898500414345514
327,-0.8280045865053721
328,-0.7881859283457083
329,-0.748621332136159
330,-0.7277557323374187
331,-0.6842248618609814
332,-0.7124320511033355
333,-0.6945464068081826
334,-0.6287784215016231
335,-0.6250756350306831
336,-0.586724805924534
337,-0.5204755336303708
338,-0.4764258512712644
339,-0.47269590030260905
340,-0.4439062139619453
341,-0.4266227064677892
342,-0.43049011403367676
343,-0.4152819445025214
344,-0.35746917818205365
345,-0.27261416472204025
346,-0.24374050831572813
347,-0.22714113438837186
348,-0.22234991607396196
349,-0.16955370382951523
350,-0.13782585096663197
351,-0.10491910399996043
352,-0.10544026896110885
353,-0.08050520557991703
354,-0.021484329684419778
355,-0.08452507758928168
356,-0.12506373175477986
357,-0.0888156047563336
358,-0.06250707959289348
359,-0.006485499804184373
360,0.03250971000684165
361,0.001597730130162901
362,0.013575909761509939
363,0.029309116660337864
364,0.08579148320653218
365,0.12467958694164183
366,0.08181496655857252
